0 0 0
0.00050025 0 0.00157158
0.0010005 0 0.00314316
0.00150075 0 0.00471472
0.002001 0 0.00628628
0.00250125 0 0.00785782
0.0030015 0 0.00942935
0.00350175 0 0.0110008
0.004002 0 0.0125723
0.00450225 0 0.0141438
0.0050025 0 0.0157152
0.00550275 0 0.0172865
0.006003 0 0.0188579
0.00650325 0 0.0204291
0.0070035 0 0.0220004
0.00750375 0 0.0235715
0.008004 0 0.0251426
0.00850425 0 0.0267137
0.0090045 0 0.0282847
0.00950475 0 0.0298556
0.010005 0 0.0314264
0.0105053 0 0.0329972
0.0110055 0 0.0345679
0.0115058 0 0.0361385
0.012006 0 0.037709
0.0125063 0 0.0392794
0.0130065 0 0.0408497
0.0135068 0 0.0424199
0.014007 0 0.0439901
0.0145073 0 0.0455601
0.0150075 0 0.04713
0.0155078 0 0.0486997
0.016008 0 0.0502694
0.0165083 0 0.0518389
0.0170085 0 0.0534083
0.0175088 0 0.0549776
0.018009 0 0.0565467
0.0185093 0 0.0581157
0.0190095 0 0.0596846
0.0195098 0 0.0612533
0.02001 0 0.0628218
0.0205103 0 0.0643902
0.0210105 0 0.0659585
0.0215108 0 0.0675266
0.022011 0 0.0690945
0.0225113 0 0.0706622
0.0230115 0 0.0722298
0.0235118 0 0.0737971
0.024012 0 0.0753644
0.0245123 0 0.0769314
0.0250125 0 0.0784982
0.0255128 0 0.0800648
0.026013 0 0.0816313
0.0265133 0 0.0831975
0.0270135 0 0.0847635
0.0275138 0 0.0863294
0.028014 0 0.087895
0.0285143 0 0.0894603
0.0290145 0 0.0910255
0.0295148 0 0.0925905
0.030015 0 0.0941552
0.0305153 0 0.0957197
0.0310155 0 0.0972839
0.0315158 0 0.0988479
0.032016 0 0.100412
0.0325163 0 0.101975
0.0330165 0 0.103538
0.0335168 0 0.105101
0.034017 0 0.106664
0.0345173 0 0.108227
0.0350175 0 0.109789
0.0355178 0 0.111351
0.036018 0 0.112913
0.0365183 0 0.114474
0.0370185 0 0.116035
0.0375188 0 0.117596
0.038019 0 0.119156
0.0385193 0 0.120717
0.0390195 0 0.122277
0.0395198 0 0.123836
0.04002 0 0.125395
0.0405203 0 0.126955
0.0410205 0 0.128513
0.0415208 0 0.130072
0.042021 0 0.13163
0.0425213 0 0.133187
0.0430215 0 0.134745
0.0435218 0 0.136302
0.044022 0 0.137859
0.0445223 0 0.139415
0.0450225 0 0.140971
0.0455228 0 0.142527
0.046023 0 0.144082
0.0465233 0 0.145637
0.0470235 0 0.147192
0.0475238 0 0.148746
0.048024 0 0.1503
0.0485243 0 0.151854
0.0490245 0 0.153407
0.0495248 0 0.15496
0.050025 0 0.156512
0.0505253 0 0.158064
0.0510255 0 0.159616
0.0515258 0 0.161167
0.052026 0 0.162718
0.0525263 0 0.164268
0.0530265 0 0.165818
0.0535268 0 0.167368
0.054027 0 0.168917
